9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 912 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = -77, Z = -206, qw = 882, qx = -1175, qy = -1063, qz = 16283, gx = 962, gy = -2974, gz = 834

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 106, Y = 27, Z = -44, qw = 15616, qx = -590, qy = -904, qz = 4838, gx = 13, gy = -30, gz = 197

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 102, Y = 39, Z = -47, qw = 15611, qx = -584, qy = -908, qz = 4855, gx = 59, gy = -67, gz = 191

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 100, Y = 45, Z = -61, qw = 15605, qx = -579, qy = -913, qz = 4873, gx = 38, gy = -85, gz = 211

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 91, Y = 45, Z = -61, qw = 15598, qx = -578, qy = -918, qz = 4894, gx = 9, gy = -63, gz = 248

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 76, Y = 36, Z = -56, qw = 15590, qx = -566, qy = -940, qz = 4918, gx = -36, gy = -10, gz = 298

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 11, Y = -34, Z = -43, qw = 13723, qx = 1598, qy = 3286, qz = 8171, gx = -40, gy = 73, gz = 302

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 19, Y = -71, Z = -40, qw = 13709, qx = 1596, qy = 3286, qz = 8195, gx = -59, gy = 81, gz = 301

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 19, Y = -74, Z = -35, qw = 13694, qx = 1590, qy = 3290, qz = 8219, gx = -73, gy = 118, gz = 285

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 58, Y = 15, Z = -48, qw = 15576, qx = -566, qy = -957, qz = 4957, gx = -120, gy = 36, gz = 341

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 32, Y = -27, Z = -31, qw = 15566, qx = -585, qy = -957, qz = 4987, gx = -190, gy = 55, gz = 357

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 1390 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 10, Y = -70, Z = -26, qw = 13309, qx = 1438, qy = 3361, qz = 8828, gx = -77, gy = 150, gz = 260

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -1, Y = -70, Z = -17, qw = 13296, qx = 1428, qy = 3367, qz = 8848, gx = -84, gy = 163, gz = 232

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 1366 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -73, Z = -4, qw = 13283, qx = 1417, qy = 3372, qz = 8867, gx = -108, gy = 161, gz = 217

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 28, Y = -45, Z = -32, qw = 15556, qx = -604, qy = -959, qz = 5016, gx = -194, gy = 27, gz = 353

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 27, Y = -55, Z = -40, qw = 15546, qx = -615, qy = -966, qz = 5044, gx = -126, gy = -60, gz = 337

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 26, Y = -53, Z = -54, qw = 15537, qx = -613, qy = -978, qz = 5070, gx = -11, gy = -140, gz = 306

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 32, Y = -17, Z = -80, qw = 15528, qx = -604, qy = -990, qz = 5097, gx = 68, gy = -175, gz = 253

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = -74, Z = 0, qw = 13272, qx = 1404, qy = 3375, qz = 8885, gx = -127, gy = 144, gz = 194

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -3, Y = -69, Z = 9, qw = 13262, qx = 1393, qy = 3375, qz = 8900, gx = -120, gy = 109, gz = 174

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -60, Z = 12, qw = 12865, qx = 1242, qy = 3429, qz = 9467, gx = -106, gy = 58, gz = 177

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 28, Y = -2, Z = -74, qw = 15522, qx = -596, qy = -999, qz = 5114, gx = 62, gy = -134, gz = 200

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = -59, Z = 9, qw = 12856, qx = 1238, qy = 3423, qz = 9482, gx = -97, gy = 12, gz = 176

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 4, Y = -59, Z = 4, qw = 12848, qx = 1235, qy = 3416, qz = 9495, gx = -104, gy = -15, gz = 169

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = -52, Z = 5, qw = 12843, qx = 1224, qy = 3403, qz = 9508, gx = -119, gy = -16, gz = 154

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 25, Y = 0, Z = -63, qw = 15516, qx = -597, qy = -1004, qz = 5131, gx = -20, gy = -53, gz = 193

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 14, Y = -31, Z = -8, qw = 15503, qx = -617, qy = -1009, qz = 5167, gx = -112, gy = -8, gz = 222

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 25, Y = -34, Z = -16, qw = 15496, qx = -618, qy = -1017, qz = 5187, gx = -34, gy = -89, gz = 220

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 30, Y = -29, Z = -37, qw = 15489, qx = -607, qy = -1030, qz = 5205, gx = 75, gy = -187, gz = 204

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 50, Y = -3, Z = -89, qw = 15483, qx = -589, qy = -1047, qz = 5221, gx = 139, gy = -255, gz = 165

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 56, Y = 7, Z = -102, qw = 15479, qx = -569, qy = -1064, qz = 5234, gx = 162, gy = -252, gz = 129

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 56, Y = 14, Z = -107, qw = 15475, qx = -551, qy = -1076, qz = 5245, gx = 155, gy = -194, gz = 118

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -37, Z = 0, qw = 12839, qx = 1213, qy = 3392, qz = 9519, gx = -124, gy = 0, gz = 119

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = -23, Z = -2, qw = 12454, qx = 1072, qy = 3431, qz = 10021, gx = -88, gy = 12, gz = 95

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = -3, Z = -5, qw = 12448, qx = 1070, qy = 3431, qz = 10029, gx = -25, gy = 29, gz = 104

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -5, Y = 11, Z = -6, qw = 12440, qx = 1072, qy = 3435, qz = 10037, gx = 24, gy = 46, gz = 121

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 58, Y = 23, Z = -103, qw = 15476, qx = -540, qy = -1081, qz = 5242, gx = 111, gy = -110, gz = 104

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 58, Y = 14, Z = -59, qw = 15473, qx = -536, qy = -1082, qz = 5250, gx = 46, gy = -25, gz = 96

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 63, Y = 1, Z = -32, qw = 15470, qx = -535, qy = -1078, qz = 5259, gx = 20, gy = 37, gz = 105

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -28, Y = 28, Z = 10, qw = 12432, qx = 1070, qy = 3439, qz = 10046, gx = 7, gy = 70, gz = 128

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 67, Y = -7, Z = -11, qw = 15467, qx = -533, qy = -1073, qz = 5269, gx = 51, gy = 39, gz = 115

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 82, Y = -14, Z = 10, qw = 15464, qx = -523, qy = -1070, qz = 5279, gx = 123, gy = 1, gz = 114

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 79, Y = -11, Z = 7, qw = 15462, qx = -508, qy = -1068, qz = 5289, gx = 174, gy = -42, gz = 106

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 71, Y = -7, Z = 14, qw = 15459, qx = -488, qy = -1068, qz = 5300, gx = 217, gy = -69, gz = 112

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 53, Y = -20, Z = 34, qw = 15455, qx = -469, qy = -1065, qz = 5311, gx = 207, gy = -44, gz = 115

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 36, Y = -58, Z = 89, qw = 15452, qx = -455, qy = -1062, qz = 5323, gx = 169, gy = -22, gz = 127

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -37, Y = 28, Z = 20, qw = 12423, qx = 1063, qy = 3440, qz = 10057, gx = -74, gy = 89, gz = 134

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -44, Y = 18, Z = 27, qw = 12020, qx = 917, qy = 3474, qz = 10538, gx = -167, gy = 90, gz = 137

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 47, Y = -62, Z = 108, qw = 15449, qx = -441, qy = -1059, qz = 5334, gx = 166, gy = -15, gz = 120

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 63, Y = -34, Z = 111, qw = 15446, qx = -426, qy = -1055, qz = 5344, gx = 177, gy = -13, gz = 84

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 80, Y = -11, Z = 93, qw = 15446, qx = -418, qy = -1052, qz = 5346, gx = 101, gy = -7, gz = 13

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 78, Y = 51, Z = 14, qw = 15446, qx = -413, qy = -1059, qz = 5345, gx = 24, gy = -79, gz = -16

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 51, Y = 80, Z = -4, qw = 15445, qx = -402, qy = -1067, qz = 5346, gx = 85, gy = -126, gz = 6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 15, Y = 65, Z = -13, qw = 15442, qx = -387, qy = -1072, qz = 5355, gx = 151, gy = -107, gz = 99

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -31, Y = -42, Z = -1, qw = 15435, qx = -372, qy = -1074, qz = 5377, gx = 163, gy = -84, gz = 241

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -42, Y = -80, Z = 11, qw = 15425, qx = -357, qy = -1072, qz = 5408, gx = 184, gy = -43, gz = 349

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -54, Y = -103, Z = 34, qw = 15416, qx = -342, qy = -1063, qz = 5435, gx = 209, gy = 18, gz = 306

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -42, Y = 15, Z = 33, qw = 12010, qx = 901, qy = 3467, qz = 10553, gx = -204, gy = 87, gz = 159

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -24, Y = 9, Z = 43, qw = 11998, qx = 890, qy = 3461, qz = 10570, gx = -169, gy = 76, gz = 203

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -17, Y = 15, Z = 47, qw = 11982, qx = 884, qy = 3459, qz = 10588, gx = -94, gy = 72, gz = 251

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -22, Y = 15, Z = 53, qw = 11964, qx = 882, qy = 3462, qz = 10608, gx = -33, gy = 91, gz = 287

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -38, Y = 13, Z = 70, qw = 11568, qx = 756, qy = 3495, qz = 11038, gx = -50, gy = 129, gz = 306

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -63, Y = 2, Z = 102, qw = 11547, qx = 744, qy = 3497, qz = 11060, gx = -127, gy = 170, gz = 302

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -65, Y = 2, Z = 109, qw = 11526, qx = 726, qy = 3494, qz = 11084, gx = -207, gy = 173, gz = 299

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -63, Y = 3, Z = 115, qw = 11506, qx = 708, qy = 3486, qz = 11108, gx = -251, gy = 134, gz = 306

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -56, Y = 1, Z = 122, qw = 11487, qx = 692, qy = 3475, qz = 11133, gx = -261, gy = 92, gz = 305

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -64, Y = -117, Z = 61, qw = 15411, qx = -328, qy = -1053, qz = 5451, gx = 198, gy = 57, gz = 179

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -47, Y = -86, Z = 77, qw = 15411, qx = -312, qy = -1043, qz = 5455, gx = 203, gy = 43, gz = 40

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -44, Y = -55, Z = 76, qw = 15414, qx = -292, qy = -1033, qz = 5450, gx = 252, gy = 41, gz = -80

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -71, Y = -19, Z = 112, qw = 11073, qx = 557, qy = 3481, qz = 11549, gx = -275, gy = 47, gz = 322

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -86, Y = -48, Z = 80, qw = 11052, qx = 550, qy = 3461, qz = 11576, gx = -270, gy = -40, gz = 358

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -77, Y = -58, Z = 40, qw = 11034, qx = 549, qy = 3436, qz = 11601, gx = -254, gy = -129, gz = 347

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -35, Y = -19, Z = -18, qw = 11020, qx = 548, qy = 3409, qz = 11622, gx = -265, gy = -150, gz = 270

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = 178, Z = 7, qw = 10585, qx = 397, qy = 3427, qz = 12020, gx = -111, gy = 293, gz = 283

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 2, Y = 131, Z = 38, qw = 10551, qx = 362, qy = 3429, qz = 12051, gx = -298, gy = 380, gz = 426

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = 68, Z = 67, qw = 10117, qx = 211, qy = 3431, qz = 12420, gx = -442, gy = 418, gz = 549

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 22, Y = -18, Z = 78, qw = 10065, qx = 172, qy = 3423, qz = 12465, gx = -437, gy = 403, gz = 663

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -41, Y = -35, Z = 75, qw = 15418, qx = -269, qy = -1019, qz = 5442, gx = 283, gy = 66, gz = -115

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -21, Y = -49, Z = 71, qw = 15421, qx = -252, qy = -1002, qz = 5437, gx = 235, gy = 121, gz = -75

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -4, Y = -55, Z = 77, qw = 15424, qx = -242, qy = -983, qz = 5433, gx = 178, gy = 169, gz = -52

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 11, Y = -49, Z = 89, qw = 15428, qx = -234, qy = -962, qz = 5424, gx = 157, gy = 201, gz = -105

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 31, Y = -27, Z = 101, qw = 15429, qx = -223, qy = -941, qz = 5426, gx = 171, gy = 189, gz = -188

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 78, Y = 19, Z = 133, qw = 15438, qx = -211, qy = -921, qz = 5406, gx = 190, gy = 180, gz = -246

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 33, Y = -51, Z = 80, qw = 10009, qx = 141, qy = 3418, qz = 12512, gx = -358, gy = 358, gz = 735

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 37, Y = -73, Z = 87, qw = 9954, qx = 117, qy = 3417, qz = 12556, gx = -271, gy = 341, gz = 707

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 33, Y = -71, Z = 120, qw = 9907, qx = 92, qy = 3424, qz = 12592, gx = -190, gy = 371, gz = 593

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 22, Y = -31, Z = 127, qw = 9469, qx = -40, qy = 3437, qz = 12921, gx = -116, gy = 380, gz = 436

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 18, Y = 16, Z = 160, qw = 9443, qx = -61, qy = 3453, qz = 12936, gx = -24, gy = 347, gz = 281

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 96, Y = 51, Z = 139, qw = 15446, qx = -201, qy = -902, qz = 5386, gx = 174, gy = 170, gz = -242

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 112, Y = 75, Z = 142, qw = 15453, qx = -197, qy = -885, qz = 5368, gx = 88, gy = 172, gz = -220

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 122, Y = 98, Z = 149, qw = 15459, qx = -203, qy = -871, qz = 5352, gx = -22, gy = 176, gz = -187

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = 65, Z = 156, qw = 9425, qx = -74, qy = 3469, qz = 12945, gx = 31, gy = 255, gz = 182

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 14, Y = 122, Z = 154, qw = 9410, qx = -77, qy = 3485, qz = 12951, gx = 111, gy = 171, gz = 169

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -1, Y = 140, Z = 138, qw = 9393, qx = -67, qy = 3500, qz = 12959, gx = 173, gy = 50, gz = 222

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 131, Y = 123, Z = 144, qw = 15459, qx = -214, qy = -864, qz = 5355, gx = -104, gy = 129, gz = -127

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 131, Y = 145, Z = 122, qw = 15460, qx = -224, qy = -867, qz = 5350, gx = -113, gy = 12, gz = -51

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 120, Y = 172, Z = 83, qw = 15458, qx = -226, qy = -877, qz = 5353, gx = -60, gy = -98, gz = 43

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 98, Y = 169, Z = 32, qw = 15452, qx = -224, qy = -893, qz = 5369, gx = -27, gy = -178, gz = 180

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 71, Y = 132, Z = 7, qw = 15441, qx = -223, qy = -911, qz = 5397, gx = -41, gy = -199, gz = 339

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 40, Y = 91, Z = -13, qw = 15424, qx = -227, qy = -929, qz = 5444, gx = -83, gy = -190, gz = 526

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 16, Y = 53, Z = -24, qw = 15403, qx = -237, qy = -947, qz = 5499, gx = -149, gy = -174, gz = 672

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 2707 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -9, Y = 142, Z = 107, qw = 8999, qx = -146, qy = 3510, qz = 13233, gx = 219, gy = -63, gz = 292

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 9, Y = 141, Z = 80, qw = 8976, qx = -112, qy = 3519, qz = 13247, gx = 260, gy = -200, gz = 373

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 44, Y = 121, Z = 20, qw = 8951, qx = -70, qy = 3520, qz = 13264, gx = 216, gy = -313, gz = 427

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 43, Y = 102, Z = -15, qw = 8928, qx = -29, qy = 3511, qz = 13282, gx = 127, gy = -375, gz = 419

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 57, Y = 78, Z = -32, qw = 8906, qx = 13, qy = 3497, qz = 13300, gx = 83, gy = -413, gz = 416

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 54, Y = 76, Z = -65, qw = 8525, qx = -35, qy = 3486, qz = 13550, gx = 125, gy = -413, gz = 425

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 75, Y = 83, Z = -81, qw = 8503, qx = 11, qy = 3478, qz = 13566, gx = 150, gy = -420, gz = 403

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 2707 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -63, Y = -14, Z = -33, qw = 15379, qx = -255, qy = -965, qz = 5561, gx = -220, gy = -145, gz = 739

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -100, Y = -53, Z = -32, qw = 15354, qx = -275, qy = -982, qz = 5625, gx = -236, gy = -122, gz = 787

