9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -59, Y = -23, Z = -6, qw = 9165, qx = 1842, qy = -846, qz = -13429, gx = 371, gy = 254, gz = 6

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -98, Y = 6, Z = -14, qw = 8781, qx = -627, qy = 493, qz = 13809, gx = -135, gy = -142, gz = 45

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -75, Y = 13, Z = 20, qw = 8779, qx = -635, qy = 493, qz = 13810, gx = -75, gy = -164, gz = 18

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -50, Y = 34, Z = 54, qw = 8778, qx = -629, qy = 479, qz = 13812, gx = -100, gy = -150, gz = 13

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = 48, Z = 40, qw = 8775, qx = -630, qy = 458, qz = 13814, gx = -217, gy = -118, gz = 30

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = 55, Z = 8, qw = 8771, qx = -640, qy = 428, qz = 13817, gx = -342, gy = -89, gz = 37

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 137, Y = 79, Z = -146, qw = 15847, qx = 308, qy = -2594, qz = 3237, gx = -9, gy = -98, gz = 99

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 136, Y = 83, Z = -139, qw = 15844, qx = 303, qy = -2604, qz = 3243, gx = -76, gy = -97, gz = 82

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 128, Y = 95, Z = -118, qw = 15842, qx = 297, qy = -2615, qz = 3246, gx = -88, gy = -101, gz = 56

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 124, Y = 98, Z = -113, qw = 15839, qx = 296, qy = -2626, qz = 3251, gx = -39, gy = -109, gz = 58

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 131, Y = 99, Z = -115, qw = 15836, qx = 299, qy = -2634, qz = 3260, gx = 30, gy = -91, gz = 112

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 132, Y = 96, Z = -121, qw = 15822, qx = 340, qy = -2679, qz = 3286, gx = 50, gy = -98, gz = 162

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 123, Y = 89, Z = -135, qw = 15811, qx = 376, qy = -2729, qz = 3294, gx = 25, gy = -147, gz = 160

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 112, Y = 95, Z = -135, qw = 15800, qx = 415, qy = -2779, qz = 3301, gx = 54, gy = -180, gz = 139

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 100, Y = 101, Z = -141, qw = 15789, qx = 460, qy = -2829, qz = 3308, gx = 111, gy = -196, gz = 138

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 90, Y = 37, Z = -184, qw = 15757, qx = 531, qy = -2886, qz = 3396, gx = 269, gy = -185, gz = 267

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 68, Y = 22, Z = -208, qw = 15749, qx = 555, qy = -2896, qz = 3421, gx = 271, gy = -160, gz = 257

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 50, Y = 43, Z = -212, qw = 15742, qx = 575, qy = -2904, qz = 3442, gx = 239, gy = -138, gz = 206

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 24, Y = 60, Z = -209, qw = 15738, qx = 591, qy = -2908, qz = 3456, gx = 180, gy = -76, gz = 134

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 9, Y = 81, Z = -198, qw = 15735, qx = 604, qy = -2906, qz = 3468, gx = 167, gy = 3, gz = 111

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -22, Y = 101, Z = -154, qw = 15734, qx = 618, qy = -2893, qz = 3483, gx = 195, gy = 116, gz = 134

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -26, Y = 77, Z = -105, qw = 15732, qx = 628, qy = -2873, qz = 3505, gx = 202, gy = 213, gz = 213

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -24, Y = 31, Z = -49, qw = 15730, qx = 634, qy = -2845, qz = 3537, gx = 187, gy = 304, gz = 333

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -16, Y = -24, Z = 11, qw = 15724, qx = 638, qy = -2814, qz = 3585, gx = 173, gy = 340, gz = 428

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -1, Y = -129, Z = 110, qw = 15720, qx = 641, qy = -2785, qz = 3628, gx = 175, gy = 315, gz = 450

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 8, Y = -175, Z = 149, qw = 15714, qx = 649, qy = -2763, qz = 3666, gx = 213, gy = 234, gz = 408

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 1, Y = -219, Z = 172, qw = 15710, qx = 665, qy = -2746, qz = 3696, gx = 269, gy = 152, gz = 293

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -12, Y = -214, Z = 146, qw = 15707, qx = 697, qy = -2736, qz = 3709, gx = 384, gy = 37, gz = 84

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -14, Y = -144, Z = 108, qw = 15701, qx = 747, qy = -2732, qz = 3727, gx = 470, gy = -79, gz = -189

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -14, Y = -144, Z = 108, qw = 15701, qx = 747, qy = -2732, qz = 3727, gx = 470, gy = -79, gz = -189

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -34, Y = -40, Z = 73, qw = 15706, qx = 795, qy = -2733, qz = 3697, gx = 443, gy = -130, gz = -420

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -45, Y = 57, Z = 42, qw = 15713, qx = 834, qy = -2733, qz = 3658, gx = 340, gy = -109, gz = -506

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -70, Y = 198, Z = 57, qw = 15720, qx = 859, qy = -2729, qz = 3623, gx = 202, gy = -15, gz = -449

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -74, Y = 211, Z = 93, qw = 15726, qx = 871, qy = -2722, qz = 3602, gx = 102, gy = 49, gz = -258

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -73, Y = 186, Z = 124, qw = 15721, qx = 883, qy = -2714, qz = 3627, gx = 104, gy = 61, gz = 3

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -73, Y = 125, Z = 146, qw = 15715, qx = 897, qy = -2710, qz = 3650, gx = 190, gy = 15, gz = 237

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -76, Y = 0, Z = 129, qw = 15706, qx = 920, qy = -2711, qz = 3684, gx = 312, gy = -53, gz = 350

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = 55, Z = 8, qw = 8771, qx = -640, qy = 428, qz = 13817, gx = -342, gy = -89, gz = 37

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -48, Y = 51, Z = -43, qw = 8766, qx = -655, qy = 395, qz = 13821, gx = -414, gy = -67, gz = 59

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -37, Y = 5, Z = -92, qw = 8757, qx = -668, qy = 365, qz = 13826, gx = -374, gy = -64, gz = 92

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = -8, Z = -85, qw = 8747, qx = -674, qy = 341, qz = 13833, gx = -268, gy = -85, gz = 126

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -69, Y = 0, Z = -78, qw = 8735, qx = -679, qy = 324, qz = 13841, gx = -207, gy = -72, gz = 146

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -71, Y = 20, Z = -70, qw = 8726, qx = -687, qy = 308, qz = 13847, gx = -203, gy = -18, gz = 115

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -22, Y = 50, Z = -123, qw = 8721, qx = -702, qy = 294, qz = 13849, gx = -241, gy = 49, gz = 51

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 33, Y = 62, Z = -145, qw = 8720, qx = -722, qy = 283, qz = 13849, gx = -223, gy = 115, gz = 4

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 85, Y = 77, Z = -125, qw = 8719, qx = -732, qy = 285, qz = 13849, gx = -42, gy = 105, gz = 4

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -78, Y = -33, Z = 99, qw = 15695, qx = 953, qy = -2715, qz = 3718, gx = 407, gy = -127, gz = 336

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -85, Y = -51, Z = 66, qw = 15685, qx = 987, qy = -2722, qz = 3746, gx = 407, gy = -151, gz = 264

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -90, Y = -39, Z = 1, qw = 15673, qx = 1019, qy = -2727, qz = 3784, gx = 330, gy = -143, gz = 197

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 140, Y = 79, Z = 59, qw = 8712, qx = -727, qy = 304, qz = 13853, gx = 197, gy = 55, gz = 104

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 79, Y = 63, Z = 116, qw = 8689, qx = -720, qy = 330, qz = 13868, gx = 270, gy = 83, gz = 320

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 7, Y = 18, Z = 150, qw = 8652, qx = -719, qy = 351, qz = 13890, gx = 180, gy = 106, gz = 492

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -52, Y = -17, Z = 161, qw = 8610, qx = -721, qy = 360, qz = 13916, gx = 41, gy = 63, gz = 549

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -132, Y = -17, Z = 171, qw = 8571, qx = -728, qy = 358, qz = 13939, gx = -91, gy = 48, gz = 507

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 142, Y = 113, Z = 39, qw = 8505, qx = -868, qy = 163, qz = 13976, gx = 103, gy = -31, gz = 283

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 66, Y = 80, Z = 81, qw = 8479, qx = -864, qy = 166, qz = 13992, gx = 30, gy = -30, gz = 340

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 45, Y = 66, Z = 75, qw = 8453, qx = -867, qy = 159, qz = 14007, gx = -104, gy = -11, gz = 336

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 44, Y = 61, Z = 47, qw = 8430, qx = -881, qy = 141, qz = 14020, gx = -271, gy = 23, gz = 275

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -104, Y = -19, Z = -8, qw = 15667, qx = 1040, qy = -2733, qz = 3798, gx = 232, gy = -114, gz = 133

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -120, Y = -15, Z = -7, qw = 15663, qx = 1053, qy = -2736, qz = 3808, gx = 147, gy = -58, gz = 101

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -126, Y = -15, Z = 10, qw = 15660, qx = 1060, qy = -2733, qz = 3823, gx = 112, gy = 14, gz = 153

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -124, Y = -48, Z = 50, qw = 15656, qx = 1065, qy = -2727, qz = 3843, gx = 104, gy = 69, gz = 213

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -123, Y = -64, Z = 65, qw = 15648, qx = 1071, qy = -2718, qz = 3879, gx = 102, gy = 89, gz = 240

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -124, Y = -72, Z = 79, qw = 15643, qx = 1075, qy = -2711, qz = 3901, gx = 96, gy = 68, gz = 235

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 60, Y = 52, Z = -6, qw = 8413, qx = -904, qy = 113, qz = 14030, gx = -420, gy = 46, gz = 204

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 60, Y = 52, Z = -6, qw = 8413, qx = -904, qy = 113, qz = 14030, gx = -420, gy = 46, gz = 204

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 96, Y = 35, Z = -101, qw = 8398, qx = -929, qy = 81, qz = 14037, gx = -468, gy = 46, gz = 162

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 92, Y = 25, Z = -118, qw = 8382, qx = -949, qy = 54, qz = 14045, gx = -392, gy = 34, gz = 172

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 70, Y = 10, Z = -119, qw = 8365, qx = -962, qy = 38, qz = 14055, gx = -245, gy = 26, gz = 215

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 48, Y = -4, Z = -99, qw = 8346, qx = -964, qy = 34, qz = 14066, gx = -66, gy = -9, gz = 242

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 28, Y = 7, Z = -1, qw = 8328, qx = -957, qy = 41, qz = 14077, gx = 99, gy = -38, gz = 232

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 31, Y = 18, Z = 50, qw = 8315, qx = -945, qy = 55, qz = 14086, gx = 181, gy = -41, gz = 191

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 43, Y = 26, Z = 93, qw = 8305, qx = -935, qy = 66, qz = 14092, gx = 148, gy = -39, gz = 130

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 54, Y = 39, Z = 108, qw = 8299, qx = -932, qy = 67, qz = 14096, gx = 28, gy = -26, gz = 81

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 94, Y = 51, Z = 69, qw = 8295, qx = -936, qy = 58, qz = 14098, gx = -127, gy = -12, gz = 50

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -128, Y = -80, Z = 110, qw = 15639, qx = 1077, qy = -2706, qz = 3920, gx = 75, gy = 57, gz = 201

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -129, Y = -94, Z = 120, qw = 15636, qx = 1078, qy = -2702, qz = 3935, gx = 41, gy = 45, gz = 174

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -125, Y = -97, Z = 122, qw = 15633, qx = 1080, qy = -2701, qz = 3949, gx = 51, gy = 16, gz = 147

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -130, Y = -95, Z = 116, qw = 15624, qx = 1089, qy = -2699, qz = 3982, gx = 73, gy = -11, gz = 119

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -124, Y = -93, Z = 84, qw = 15620, qx = 1096, qy = -2703, qz = 3992, gx = 80, gy = -51, gz = 102

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -126, Y = -87, Z = 61, qw = 15617, qx = 1104, qy = -2707, qz = 3999, gx = 93, gy = -72, gz = 74

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -131, Y = -70, Z = 36, qw = 15614, qx = 1115, qy = -2713, qz = 4003, gx = 102, gy = -97, gz = 39

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -141, Y = -44, Z = 15, qw = 15612, qx = 1126, qy = -2719, qz = 4004, gx = 102, gy = -90, gz = -7

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 0 devices:
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -126, Y = 0, Z = 0, qw = 15611, qx = 1132, qy = -2723, qz = 4004, gx = 55, gy = -56, gz = -8

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 98, Y = 11, Z = -84, qw = 8268, qx = -973, qy = -17, qz = 14112, gx = -326, gy = -42, gz = 124

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 98, Y = 11, Z = -84, qw = 8268, qx = -973, qy = -17, qz = 14112, gx = -326, gy = -42, gz = 124

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 81, Y = -14, Z = -106, qw = 8254, qx = -978, qy = -36, qz = 14119, gx = -226, gy = -68, gz = 154

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -114, Y = 1, Z = 4, qw = 15610, qx = 1129, qy = -2725, qz = 4006, gx = -36, gy = -13, gz = 34

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -109, Y = -1, Z = 7, qw = 15609, qx = 1119, qy = -2729, qz = 4010, gx = -106, gy = -15, gz = 65

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -102, Y = 8, Z = -5, qw = 15608, qx = 1112, qy = -2736, qz = 4014, gx = -92, gy = -56, gz = 64

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -107, Y = 9, Z = -28, qw = 15606, qx = 1111, qy = -2744, qz = 4017, gx = -28, gy = -87, gz = 52

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -112, Y = 14, Z = -49, qw = 15596, qx = 1119, qy = -2751, qz = 4048, gx = 30, gy = -106, gz = 58

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -112, Y = 14, Z = -49, qw = 15596, qx = 1119, qy = -2751, qz = 4048, gx = 30, gy = -106, gz = 58

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 55, Y = -26, Z = -113, qw = 8239, qx = -977, qy = -49, qz = 14128, gx = -129, gy = -84, gz = 195

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 34, Y = -34, Z = -101, qw = 8223, qx = -972, qy = -54, qz = 14138, gx = -41, gy = -87, gz = 206

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 24, Y = -35, Z = -65, qw = 8209, qx = -964, qy = -54, qz = 14146, gx = 36, gy = -84, gz = 182

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -113, Y = 15, Z = -71, qw = 15593, qx = 1126, qy = -2759, qz = 4053, gx = 56, gy = -106, gz = 59

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -113, Y = 2, Z = -86, qw = 15590, qx = 1131, qy = -2763, qz = 4059, gx = 55, gy = -61, gz = 65

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -105, Y = -16, Z = -79, qw = 15588, qx = 1133, qy = -2763, qz = 4067, gx = 30, gy = -5, gz = 86

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -95, Y = -31, Z = -70, qw = 15586, qx = 1130, qy = -2760, qz = 4075, gx = 4, gy = 38, gz = 93

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -83, Y = -36, Z = -61, qw = 15581, qx = 1130, qy = -2754, qz = 4098, gx = -16, gy = 65, gz = 67

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -72, Y = -13, Z = -39, qw = 15583, qx = 1123, qy = -2748, qz = 4099, gx = -54, gy = 85, gz = 18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -74, Y = -4, Z = -27, qw = 15585, qx = 1111, qy = -2742, qz = 4097, gx = -120, gy = 90, gz = -17

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 30, Y = -31, Z = -44, qw = 8197, qx = -956, qy = -50, qz = 14154, gx = 71, gy = -56, gz = 150

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 57, Y = -25, Z = -25, qw = 8190, qx = -951, qy = -46, qz = 14158, gx = 54, gy = -23, gz = 102

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 79, Y = -22, Z = -31, qw = 8185, qx = -953, qy = -46, qz = 14161, gx = -23, gy = 12, gz = 66

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 83, Y = -33, Z = -96, qw = 8179, qx = -961, qy = -51, qz = 14164, gx = -98, gy = 46, gz = 59

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 80, Y = -42, Z = -113, qw = 8174, qx = -967, qy = -54, qz = 14166, gx = -71, gy = 41, gz = 69

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 78, Y = -50, Z = -80, qw = 8167, qx = -963, qy = -46, qz = 14171, gx = 99, gy = -5, gz = 93

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 65, Y = -48, Z = -13, qw = 8159, qx = -944, qy = -25, qz = 14177, gx = 298, gy = -71, gz = 121

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 22, Y = -40, Z = 106, qw = 8150, qx = -919, qy = 0, qz = 14184, gx = 367, gy = -100, gz = 145

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 4, Y = -46, Z = 121, qw = 8141, qx = -900, qy = 16, qz = 14190, gx = 260, gy = -93, gz = 130

