AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 16, Z = 3, qw = 2833, qx = 453, qy = -283, qz = -16128, gx = 0, gy = 16, gz = -11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -33, Y = 9, Z = 38, qw = 12375, qx = 1265, qy = 140, qz = 10661, gx = 28, gy = -54, gz = -16

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 329 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -34, Y = 34, Z = 16, qw = 12378, qx = 1266, qy = 135, qz = 10659, gx = -32, gy = -53, gz = -33

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -143, Y = 50, Z = 121, qw = 15874, qx = 1241, qy = -1423, qz = 3591, gx = 238, gy = -48, gz = 286

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 329 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -132, Y = 21, Z = 52, qw = 15863, qx = 1264, qy = -1424, qz = 3629, gx = 290, gy = -56, gz = 408

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -98, Y = -28, Z = -53, qw = 15851, qx = 1286, qy = -1431, qz = 3670, gx = 268, gy = -109, gz = 461

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -40, Y = 60, Z = 0, qw = 12378, qx = 1266, qy = 127, qz = 10658, gx = -57, gy = -71, gz = -1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -54, Y = 101, Z = -2, qw = 12375, qx = 1269, qy = 117, qz = 10662, gx = -43, gy = -98, gz = 60

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -59, Y = 111, Z = 6, qw = 12368, qx = 1274, qy = 106, qz = 10669, gx = -32, gy = -132, gz = 126

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -92, Y = -45, Z = -104, qw = 15839, qx = 1303, qy = -1444, qz = 3710, gx = 194, gy = -154, gz = 461

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -94, Y = -42, Z = -144, qw = 15829, qx = 1311, qy = -1460, qz = 3745, gx = 90, gy = -177, gz = 413

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -115, Y = -31, Z = -202, qw = 15821, qx = 1309, qy = -1477, qz = 3774, gx = -25, gy = -161, gz = 351

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -73, Y = 113, Z = 10, qw = 12357, qx = 1280, qy = 91, qz = 10681, gx = -44, gy = -156, gz = 192

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -107, Y = 92, Z = -9, qw = 12343, qx = 1283, qy = 73, qz = 10697, gx = -97, gy = -158, gz = 254

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -123, Y = 70, Z = -34, qw = 12327, qx = 1280, qy = 52, qz = 10716, gx = -167, gy = -144, gz = 297

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -123, Y = -22, Z = -214, qw = 15814, qx = 1299, qy = -1492, qz = 3798, gx = -114, gy = -123, gz = 300

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -129, Y = -16, Z = -203, qw = 15810, qx = 1282, qy = -1501, qz = 3819, gx = -181, gy = -46, gz = 262

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -123, Y = -16, Z = -175, qw = 15807, qx = 1260, qy = -1505, qz = 3836, gx = -230, gy = 29, gz = 213

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -141, Y = 51, Z = -59, qw = 12309, qx = 1273, qy = 29, qz = 10738, gx = -211, gy = -122, gz = 327

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -152, Y = 36, Z = -81, qw = 12291, qx = 1266, qy = 6, qz = 10759, gx = -212, gy = -123, gz = 329

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -149, Y = 22, Z = -104, qw = 12277, qx = 1260, qy = -15, qz = 10776, gx = -185, gy = -113, gz = 308

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -169, Y = 6, Z = -125, qw = 15806, qx = 1238, qy = -1505, qz = 3849, gx = -226, gy = 67, gz = 166

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -179, Y = 15, Z = -77, qw = 15806, qx = 1215, qy = -1496, qz = 3859, gx = -214, gy = 154, gz = 125

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -188, Y = 17, Z = -32, qw = 15807, qx = 1192, qy = -1482, qz = 3869, gx = -196, gy = 220, gz = 124

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -139, Y = 33, Z = -108, qw = 12261, qx = 1256, qy = -33, qz = 10794, gx = -149, gy = -119, gz = 288

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -128, Y = 40, Z = -108, qw = 12246, qx = 1253, qy = -50, qz = 10812, gx = -142, gy = -100, gz = 275

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -118, Y = 43, Z = -104, qw = 12230, qx = 1245, qy = -66, qz = 10831, gx = -161, gy = -63, gz = 283

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -189, Y = 19, Z = 9, qw = 15806, qx = 1173, qy = -1465, qz = 3883, gx = -155, gy = 243, gz = 154

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -205, Y = 6, Z = 75, qw = 15805, qx = 1156, qy = -1447, qz = 3899, gx = -117, gy = 249, gz = 177

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -212, Y = 1, Z = 100, qw = 15803, qx = 1143, qy = -1431, qz = 3917, gx = -72, gy = 215, gz = 197

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -118, Y = 36, Z = -100, qw = 12214, qx = 1234, qy = -79, qz = 10851, gx = -177, gy = -14, gz = 302

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -122, Y = 24, Z = -97, qw = 12197, qx = 1222, qy = -88, qz = 10871, gx = -151, gy = 21, gz = 319

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -122, Y = 13, Z = -91, qw = 12182, qx = 1200, qy = -62, qz = 10890, gx = -91, gy = 44, gz = 303

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -223, Y = -6, Z = 117, qw = 15800, qx = 1135, qy = -1419, qz = 3936, gx = -38, gy = 159, gz = 218

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -222, Y = -7, Z = 122, qw = 15796, qx = 1129, qy = -1410, qz = 3958, gx = -20, gy = 118, gz = 245

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -223, Y = -16, Z = 116, qw = 15791, qx = 1125, qy = -1405, qz = 3982, gx = 4, gy = 73, gz = 271

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -221, Y = -21, Z = 101, qw = 15784, qx = 1125, qy = -1404, qz = 4008, gx = 34, gy = 20, gz = 303

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -212, Y = -32, Z = 89, qw = 15776, qx = 1129, qy = -1405, qz = 4037, gx = 69, gy = -16, gz = 331

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -178, Y = -44, Z = 52, qw = 15768, qx = 1136, qy = -1406, qz = 4068, gx = 116, gy = -20, gz = 349

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -111, Y = -2, Z = -69, qw = 12166, qx = 1195, qy = -62, qz = 10909, gx = -16, gy = 49, gz = 272

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -98, Y = 1, Z = -51, qw = 12152, qx = 1197, qy = -57, qz = 10924, gx = 56, gy = 37, gz = 228

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -84, Y = 9, Z = -32, qw = 12140, qx = 1201, qy = -50, qz = 10937, gx = 99, gy = 33, gz = 187

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -75, Y = 17, Z = -15, qw = 12132, qx = 1202, qy = -42, qz = 10945, gx = 77, gy = 58, gz = 147

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -54, Y = 21, Z = -10, qw = 12125, qx = 1199, qy = -36, qz = 10953, gx = 21, gy = 80, gz = 108

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -41, Y = 28, Z = -16, qw = 12120, qx = 1192, qy = -33, qz = 10960, gx = -32, gy = 79, gz = 91

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -163, Y = -48, Z = 21, qw = 15759, qx = 1148, qy = -1407, qz = 4100, gx = 159, gy = -35, gz = 356

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -153, Y = -52, Z = -12, qw = 15749, qx = 1162, qy = -1410, qz = 4130, gx = 180, gy = -57, gz = 345

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -149, Y = -55, Z = -46, qw = 15740, qx = 1177, qy = -1413, qz = 4159, gx = 186, gy = -71, gz = 319

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -32, Y = 45, Z = -36, qw = 12113, qx = 1167, qy = -34, qz = 10970, gx = -119, gy = 91, gz = 62

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -32, Y = 45, Z = -36, qw = 12113, qx = 1167, qy = -34, qz = 10970, gx = -119, gy = 91, gz = 62

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -22, Y = 55, Z = -68, qw = 12110, qx = 1154, qy = -35, qz = 10975, gx = -119, gy = 92, gz = 56

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -143, Y = -50, Z = -96, qw = 15732, qx = 1191, qy = -1417, qz = 4184, gx = 171, gy = -74, gz = 288

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -149, Y = -50, Z = -107, qw = 15725, qx = 1201, qy = -1420, qz = 4207, gx = 128, gy = -57, gz = 256

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -147, Y = -59, Z = -105, qw = 15719, qx = 1206, qy = -1423, qz = 4226, gx = 72, gy = -44, gz = 225

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = 56, Z = -74, qw = 12107, qx = 1142, qy = -34, qz = 10980, gx = -86, gy = 100, gz = 62

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = 50, Z = -82, qw = 12103, qx = 1133, qy = -30, qz = 10985, gx = -39, gy = 98, gz = 72

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -7, Y = 39, Z = -68, qw = 12098, qx = 1127, qy = -22, qz = 10991, gx = 13, gy = 107, gz = 82

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -142, Y = -61, Z = -90, qw = 15714, qx = 1209, qy = -1425, qz = 4243, gx = 38, gy = -24, gz = 187

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -135, Y = -66, Z = -36, qw = 15711, qx = 1208, qy = -1423, qz = 4255, gx = 14, gy = 18, gz = 142

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -129, Y = -64, Z = -18, qw = 15709, qx = 1207, qy = -1420, qz = 4265, gx = 10, gy = 41, gz = 113

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -11, Y = 31, Z = -55, qw = 12093, qx = 1125, qy = -11, qz = 10997, gx = 64, gy = 111, gz = 78

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -11, Y = 27, Z = -37, qw = 12071, qx = 1124, qy = 4, qz = 11021, gx = 95, gy = 115, gz = 64

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -12, Y = 24, Z = -25, qw = 12067, qx = 1122, qy = 19, qz = 11025, gx = 100, gy = 133, gz = 48

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -125, Y = -60, Z = -2, qw = 15707, qx = 1208, qy = -1415, qz = 4273, gx = 34, gy = 42, gz = 91

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -125, Y = -58, Z = 6, qw = 15705, qx = 1211, qy = -1410, qz = 4280, gx = 54, gy = 45, gz = 69

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -116, Y = -45, Z = 3, qw = 15704, qx = 1215, qy = -1403, qz = 4286, gx = 70, gy = 59, gz = 59

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = 25, Z = -11, qw = 12066, qx = 1119, qy = 34, qz = 11027, gx = 83, gy = 153, gz = 14

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = 27, Z = -5, qw = 12066, qx = 1115, qy = 49, qz = 11027, gx = 77, gy = 141, gz = -15

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = 34, Z = 4, qw = 12068, qx = 1111, qy = 62, qz = 11026, gx = 70, gy = 133, gz = -33

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -112, Y = -37, Z = 0, qw = 15703, qx = 1219, qy = -1396, qz = 4292, gx = 70, gy = 60, gz = 52

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -108, Y = -34, Z = -7, qw = 15702, qx = 1222, qy = -1390, qz = 4296, gx = 50, gy = 50, gz = 39

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -99, Y = -29, Z = -25, qw = 15702, qx = 1223, qy = -1385, qz = 4299, gx = 31, gy = 39, gz = 32

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 38, Z = 9, qw = 12070, qx = 1108, qy = 75, qz = 11023, gx = 67, gy = 121, gz = -49

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 1, Y = 49, Z = 10, qw = 12074, qx = 1106, qy = 86, qz = 11020, gx = 65, gy = 103, gz = -65

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 3, Y = 52, Z = 2, qw = 12078, qx = 1107, qy = 96, qz = 11014, gx = 69, gy = 70, gz = -85

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -86, Y = -28, Z = -32, qw = 15701, qx = 1223, qy = -1382, qz = 4302, gx = 17, gy = 25, gz = 33

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = -31, Z = -36, qw = 15701, qx = 1223, qy = -1379, qz = 4304, gx = 14, gy = 32, gz = 22

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -78, Y = -34, Z = -43, qw = 15701, qx = 1224, qy = -1373, qz = 4305, gx = 26, gy = 47, gz = 0

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 5, Y = 58, Z = 0, qw = 12083, qx = 1107, qy = 104, qz = 11009, gx = 59, gy = 58, gz = -90

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 6, Y = 62, Z = -24, qw = 12088, qx = 1105, qy = 111, qz = 11003, gx = 31, gy = 61, gz = -88

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 6, Y = 62, Z = -33, qw = 12096, qx = 1102, qy = 117, qz = 10995, gx = 17, gy = 68, gz = -75

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -74, Y = -30, Z = -48, qw = 15702, qx = 1226, qy = -1367, qz = 4303, gx = 38, gy = 56, gz = -26

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -76, Y = -20, Z = -49, qw = 15704, qx = 1227, qy = -1360, qz = 4298, gx = 29, gy = 66, gz = -63

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -74, Y = -14, Z = -52, qw = 15706, qx = 1226, qy = -1353, qz = 4291, gx = -5, gy = 60, gz = -90

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 8, Y = 60, Z = -39, qw = 12099, qx = 1100, qy = 123, qz = 10992, gx = 26, gy = 59, gz = -49

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 15, Y = 64, Z = -41, qw = 12100, qx = 1100, qy = 130, qz = 10991, gx = 45, gy = 52, gz = -21

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 17, Y = 55, Z = -38, qw = 12099, qx = 1101, qy = 136, qz = 10992, gx = 54, gy = 47, gz = 1

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -63, Y = -2, Z = -58, qw = 15711, qx = 1218, qy = -1336, qz = 4282, gx = -35, gy = 62, gz = -108

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 18, Y = 50, Z = -35, qw = 12098, qx = 1101, qy = 143, qz = 10993, gx = 52, gy = 43, gz = 16

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 25, Y = 50, Z = -36, qw = 12093, qx = 1102, qy = 148, qz = 10999, gx = 38, gy = 37, gz = 12

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 30, Y = 44, Z = -46, qw = 12092, qx = 1111, qy = 154, qz = 10998, gx = 9, gy = 32, gz = 2

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -56, Y = 39, Z = -59, qw = 15715, qx = 1212, qy = -1329, qz = 4270, gx = -57, gy = 85, gz = -134

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -55, Y = 59, Z = -49, qw = 15721, qx = 1203, qy = -1319, qz = 4256, gx = -79, gy = 111, gz = -171

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -63, Y = 81, Z = -32, qw = 15727, qx = 1194, qy = -1309, qz = 4238, gx = -94, gy = 117, gz = -210

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -69, Y = 88, Z = -15, qw = 15734, qx = 1183, qy = -1299, qz = 4219, gx = -106, gy = 123, gz = -220

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -58, Y = 111, Z = 13, qw = 15740, qx = 1173, qy = -1289, qz = 4203, gx = -96, gy = 130, gz = -189

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 33, Y = 41, Z = -62, qw = 12091, qx = 1120, qy = 157, qz = 10998, gx = -23, gy = 28, gz = -8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 35, Y = 38, Z = -80, qw = 12093, qx = 1115, qy = 156, qz = 10997, gx = -50, gy = 27, gz = -15

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 35, Y = 38, Z = -80, qw = 12093, qx = 1115, qy = 156, qz = 10997, gx = -50, gy = 27, gz = -15

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 34, Y = 34, Z = -94, qw = 12093, qx = 1108, qy = 154, qz = 10997, gx = -68, gy = 35, gz = -8

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 25, Y = 23, Z = -119, qw = 12078, qx = 1099, qy = 156, qz = 11015, gx = -79, gy = 66, gz = -2

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 613 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 18, Y = 16, Z = -122, qw = 12079, qx = 1090, qy = 157, qz = 11015, gx = -60, gy = 77, gz = -1

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 13, Y = 14, Z = -113, qw = 12078, qx = 1086, qy = 162, qz = 11015, gx = -5, gy = 64, gz = 3

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -58, Y = 114, Z = 27, qw = 15745, qx = 1165, qy = -1278, qz = 4189, gx = -74, gy = 123, gz = -171

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -57, Y = 116, Z = 34, qw = 15749, qx = 1159, qy = -1270, qz = 4176, gx = -49, gy = 89, gz = -146

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -53, Y = 115, Z = 28, qw = 15752, qx = 1157, qy = -1264, qz = 4167, gx = -22, gy = 59, gz = -103

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 613 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = 119, Z = -10, qw = 15754, qx = 1156, qy = -1260, qz = 4162, gx = 3, gy = 33, gz = -64

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = 113, Z = -23, qw = 15755, qx = 1158, qy = -1259, qz = 4160, gx = 16, gy = 1, gz = -31

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -44, Y = 108, Z = -38, qw = 15755, qx = 1159, qy = -1258, qz = 4160, gx = 15, gy = -4, gz = 0

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 19, Z = -91, qw = 12078, qx = 1087, qy = 168, qz = 11016, gx = 53, gy = 44, gz = -8

